"wsc_id","valid_wsc_id","specific_epithet","subspecific_epithet","sp_author","sp_author_year","has_parantheses","species_lsid","sp_status","wsc_genus_id","genus","gen_author","gen_author_year","genus_lsid","family","fam_author","fam_author_year","family_lsid"
"50373","27428","maculatipes",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50374","27428","malitiosus",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50375","27443","marfieldi",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50376","27428","maruanus",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50377","27428","mossambicus",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50378","27437","mubaleus",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50379","27428","multimaculatus",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50380","27427","mutillatus",\N,"Strand","1913","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50381","27428","parallelus",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50382","27428","poecilis",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50383","27428","preussi",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50384","27428","regalis",\N,"Pocock","1900","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50385","27428","ruwenzoricus",\N,"Strand","1913","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50386","27428","schubotzi",\N,"Strand","1913","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50387","27428","signatus",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50388","27427","simoni",\N,"F. O. Pickard-Cambridge","1897","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50389","27428","spenceri",\N,"F. O. Pickard-Cambridge","1898","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50390","27428","spinosissimus",\N,"Karsch","1879","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50391","27428","straeleni",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50392","27428","trifasciatus",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50393","27428","tuckeri",\N,"Lessert","1923","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50394","27428","umbrosus",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50395","27428","unicolor",\N,"Simon","1897","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50396","27428","upembanus",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50397","27428","wittei",\N,"Roewer","1955","1",\N,"SYNONYM","2410","Nilus","O. Pickard-Cambridge","1876","urn:lsid:nmbe.ch:spidergen:01719","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50398","27447","gracilipes",\N,"Strand","1911","1",\N,"SYNONYM","2412","Papakula","Strand","1911","urn:lsid:nmbe.ch:spidergen:01721","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50399","27454","badius",\N,"Roewer","1961","1",\N,"SYNONYM","2414","Perenethis","L. Koch","1878","urn:lsid:nmbe.ch:spidergen:01723","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50400","27452","berlandi",\N,"Roewer","1955","1",\N,"SYNONYM","2414","Perenethis","L. Koch","1878","urn:lsid:nmbe.ch:spidergen:01723","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50401","27454","huberti",\N,"Blandin","1975","0",\N,"SYNONYM","2414","Perenethis","L. Koch","1878","urn:lsid:nmbe.ch:spidergen:01723","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50402","27454","lejeunei",\N,"Blandin","1975","0",\N,"SYNONYM","2414","Perenethis","L. Koch","1878","urn:lsid:nmbe.ch:spidergen:01723","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50403","27455","parkinsoni",\N,"Dahl","1908","0",\N,"SYNONYM","2414","Perenethis","L. Koch","1878","urn:lsid:nmbe.ch:spidergen:01723","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50404","27452","straeleni",\N,"Roewer","1955","0",\N,"SYNONYM","2414","Perenethis","L. Koch","1878","urn:lsid:nmbe.ch:spidergen:01723","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50405","27459","anahita",\N,"Kishida","1914","0",\N,"SYNONYM","2416","Pisaura","Simon","1886","urn:lsid:nmbe.ch:spidergen:01725","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50406","27463","clarivittata",\N,"Dönitz & Strand","1906","0",\N,"SYNONYM","2416","Pisaura","Simon","1886","urn:lsid:nmbe.ch:spidergen:01725","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50407","27463","flavistriata",\N,"Yaginuma","1960","0",\N,"SYNONYM","2416","Pisaura","Simon","1886","urn:lsid:nmbe.ch:spidergen:01725","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50408","27461","lantana",\N,"Wang","1993","0",\N,"SYNONYM","2416","Pisaura","Simon","1886","urn:lsid:nmbe.ch:spidergen:01725","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50409","27468","maderiana",\N,"Kulczyński","1895","0",\N,"SYNONYM","2416","Pisaura","Simon","1886","urn:lsid:nmbe.ch:spidergen:01725","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50410","27464","mirabilis","albida","Franganillo","1913","1",\N,"SYNONYM","2416","Pisaura","Simon","1886","urn:lsid:nmbe.ch:spidergen:01725","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50411","27464","mirabilis","fusca","Franganillo","1913","1",\N,"SYNONYM","2416","Pisaura","Simon","1886","urn:lsid:nmbe.ch:spidergen:01725","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50412","27463","strandi",\N,"Kishida","1914","0",\N,"SYNONYM","2416","Pisaura","Simon","1886","urn:lsid:nmbe.ch:spidergen:01725","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50413","27472","floridana",\N,"Simon","1898","1",\N,"SYNONYM","2417","Pisaurina","Simon","1898","urn:lsid:nmbe.ch:spidergen:01726","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50414","27473","subinflata",\N,"Hentz","1850","1",\N,"SYNONYM","2417","Pisaurina","Simon","1898","urn:lsid:nmbe.ch:spidergen:01726","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50415","27472","tenuis",\N,"Hentz","1847","1",\N,"SYNONYM","2417","Pisaurina","Simon","1898","urn:lsid:nmbe.ch:spidergen:01726","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50416","45319","catenulatus",\N,"Simon","1898","0",\N,"SYNONYM","2421","Rothus","Simon","1898","urn:lsid:nmbe.ch:spidergen:01729","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50417","45319","lineatus",\N,"Pocock","1902","0",\N,"SYNONYM","2421","Rothus","Simon","1898","urn:lsid:nmbe.ch:spidergen:01729","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50418","45319","mossamedesus",\N,"Roewer","1955","0",\N,"SYNONYM","2421","Rothus","Simon","1898","urn:lsid:nmbe.ch:spidergen:01729","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50419","45319","pictus",\N,"Roewer","1955","0",\N,"SYNONYM","2421","Rothus","Simon","1898","urn:lsid:nmbe.ch:spidergen:01729","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50420","45319","upembanus",\N,"Roewer","1955","0",\N,"SYNONYM","2421","Rothus","Simon","1898","urn:lsid:nmbe.ch:spidergen:01729","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50421","45319","vestitus",\N,"Roewer","1955","0",\N,"SYNONYM","2421","Rothus","Simon","1898","urn:lsid:nmbe.ch:spidergen:01729","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50422","27489","sparassiformis",\N,"Strand","1907","1",\N,"SYNONYM","2424","Tallonia","Simon","1889","urn:lsid:nmbe.ch:spidergen:01732","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50423","27494","balsaci",\N,"Blandin","1976","0",\N,"SYNONYM","2428","Tetragonophthalma","Karsch","1878","urn:lsid:nmbe.ch:spidergen:01736","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50424","27494","crassa",\N,"Thorell","1899","1",\N,"SYNONYM","2428","Tetragonophthalma","Karsch","1878","urn:lsid:nmbe.ch:spidergen:01736","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50425","27494","ferox",\N,"Pocock","1900","1",\N,"SYNONYM","2428","Tetragonophthalma","Karsch","1878","urn:lsid:nmbe.ch:spidergen:01736","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50426","27494","guentheri",\N,"Roewer","1955","0",\N,"SYNONYM","2428","Tetragonophthalma","Karsch","1878","urn:lsid:nmbe.ch:spidergen:01736","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50427","27494","lecordieri",\N,"Blandin","1976","0",\N,"SYNONYM","2428","Tetragonophthalma","Karsch","1878","urn:lsid:nmbe.ch:spidergen:01736","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50428","27494","pelengea",\N,"Roewer","1955","0",\N,"SYNONYM","2428","Tetragonophthalma","Karsch","1878","urn:lsid:nmbe.ch:spidergen:01736","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50429","27494","thomensis",\N,"Simon","1909","1",\N,"SYNONYM","2428","Tetragonophthalma","Karsch","1878","urn:lsid:nmbe.ch:spidergen:01736","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50430","27494","wittei",\N,"Roewer","1955","0",\N,"SYNONYM","2428","Tetragonophthalma","Karsch","1878","urn:lsid:nmbe.ch:spidergen:01736","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50431","27511","annecta",\N,"Bryant","1948","0","urn:lsid:nmbe.ch:spidersp:019811","SYNONYM","2430","Thaumasia","Perty","1833","urn:lsid:nmbe.ch:spidergen:01739","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50432","27503","argyrotypa",\N,"Chamberlin & Ivie","1936","0","urn:lsid:nmbe.ch:spidersp:019814","SYNONYM","2430","Thaumasia","Perty","1833","urn:lsid:nmbe.ch:spidergen:01739","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50433","27511","decemguttata",\N,"Mello-Leitão","1945","0","urn:lsid:nmbe.ch:spidersp:019818","SYNONYM","2430","Thaumasia","Perty","1833","urn:lsid:nmbe.ch:spidergen:01739","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50434","27499","uncata",\N,"F. O. Pickard-Cambridge","1901","0",\N,"SYNONYM","2430","Thaumasia","Perty","1833","urn:lsid:nmbe.ch:spidergen:01739","Pisauridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0085"
"50435","27555","bispinosa",\N,"Chamberlin","1924","0",\N,"SYNONYM","2437","Plectreurys","Simon","1893","urn:lsid:nmbe.ch:spidergen:00432","Plectreuridae","Simon","1893","urn:lsid:nmbe.ch:spiderfam:0086"
"50436","27679","insularis",\N,"Chamberlin","1924","1",\N,"SYNONYM","2454","Neozimiris","Simon","1903","urn:lsid:nmbe.ch:spidergen:02376","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50437","27679","pallidus",\N,"Chamberlin & Ivie","1935","1",\N,"SYNONYM","2454","Neozimiris","Simon","1903","urn:lsid:nmbe.ch:spidergen:02376","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50438","27677","santiago",\N,"Baert & Maelfait","1986","0",\N,"SYNONYM","2454","Neozimiris","Simon","1903","urn:lsid:nmbe.ch:spidergen:02376","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50439","27686","alboplagiata",\N,"Simon","1908","1",\N,"SYNONYM","2455","Nomindra","Platnick & Baehr","2006","urn:lsid:nmbe.ch:spidergen:03728","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50440","27702","diversus",\N,"O. Pickard-Cambridge","1872","1",\N,"SYNONYM","2459","Prodidomus","Hentz","1847","urn:lsid:nmbe.ch:spidergen:02380","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50441","27741","gulosus",\N,"Simon","1884","1",\N,"SYNONYM","2459","Prodidomus","Hentz","1847","urn:lsid:nmbe.ch:spidergen:02380","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50442","27736","hirsutus",\N,"Lawrence","1927","0",\N,"SYNONYM","2459","Prodidomus","Hentz","1847","urn:lsid:nmbe.ch:spidergen:02380","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50443","27741","imaidzumii",\N,"Kishida","1914","0",\N,"SYNONYM","2459","Prodidomus","Hentz","1847","urn:lsid:nmbe.ch:spidergen:02380","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50444","27702","letourneuxi",\N,"Simon","1880","1",\N,"SYNONYM","2459","Prodidomus","Hentz","1847","urn:lsid:nmbe.ch:spidergen:02380","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50445","27741","scottae",\N,"Birabén","1954","1",\N,"SYNONYM","2459","Prodidomus","Hentz","1847","urn:lsid:nmbe.ch:spidergen:02380","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50446","27867","grisea",\N,"Banks","1898","0",\N,"SYNONYM","2468","Zimiris","Simon","1882","urn:lsid:nmbe.ch:spidergen:02387","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50447","27867","guianensis",\N,"Dalmas","1919","0",\N,"SYNONYM","2468","Zimiris","Simon","1882","urn:lsid:nmbe.ch:spidergen:02387","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50448","27867","indica",\N,"Simon","1884","0",\N,"SYNONYM","2468","Zimiris","Simon","1882","urn:lsid:nmbe.ch:spidergen:02387","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50449","27867","mammillana",\N,"Thorell","1890","0",\N,"SYNONYM","2468","Zimiris","Simon","1882","urn:lsid:nmbe.ch:spidergen:02387","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50450","27867","platnicki",\N,"Alayón","1992","1",\N,"SYNONYM","2468","Zimiris","Simon","1882","urn:lsid:nmbe.ch:spidergen:02387","Gnaphosidae","Pocock","1898","urn:lsid:nmbe.ch:spiderfam:0054"
"50451","27870","angustata",\N,"Thorell","1881","1",\N,"SYNONYM","2469","Fecenia","Simon","1887","urn:lsid:nmbe.ch:spidergen:01769","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50452","27870","buruana",\N,"Reimoser","1936","0",\N,"SYNONYM","2469","Fecenia","Simon","1887","urn:lsid:nmbe.ch:spidergen:01769","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50453","27870","cinerea",\N,"Hogg","1914","0",\N,"SYNONYM","2469","Fecenia","Simon","1887","urn:lsid:nmbe.ch:spidergen:01769","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50454","27868","hainanensis",\N,"Wang","1990","0",\N,"SYNONYM","2469","Fecenia","Simon","1887","urn:lsid:nmbe.ch:spidergen:01769","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50455","27870","maforensis",\N,"Simon","1906","0",\N,"SYNONYM","2469","Fecenia","Simon","1887","urn:lsid:nmbe.ch:spidergen:01769","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50456","27870","montana",\N,"Kulczyński","1910","0",\N,"SYNONYM","2469","Fecenia","Simon","1887","urn:lsid:nmbe.ch:spidergen:01769","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50457","27871","nicobarensis",\N,"Tikader","1977","1",\N,"SYNONYM","2469","Fecenia","Simon","1887","urn:lsid:nmbe.ch:spidergen:01769","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50458","27870","oblonga",\N,"Rainbow","1913","0",\N,"SYNONYM","2469","Fecenia","Simon","1887","urn:lsid:nmbe.ch:spidergen:01769","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50459","27871","sumatrana",\N,"Kulczyński","1908","0",\N,"SYNONYM","2469","Fecenia","Simon","1887","urn:lsid:nmbe.ch:spidergen:01769","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50460","27871","travancoria",\N,"Pocock","1899","0","urn:lsid:nmbe.ch:spidersp:020360","SYNONYM","2469","Fecenia","Simon","1887","urn:lsid:nmbe.ch:spidergen:01769","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50461","27913","alticeps",\N,"Pocock","1899","0",\N,"SYNONYM","2470","Psechrus","Thorell","1878","urn:lsid:nmbe.ch:spidergen:01772","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50462","27877","castaneus",\N,"Hogg","1915","0",\N,"SYNONYM","2470","Psechrus","Thorell","1878","urn:lsid:nmbe.ch:spidergen:01772","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50463","27908","curvipalpis",\N,"Fage","1929","0",\N,"SYNONYM","2470","Psechrus","Thorell","1878","urn:lsid:nmbe.ch:spidergen:01772","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50464","27877","flavolineatus",\N,"Rainbow","1898","1",\N,"SYNONYM","2470","Psechrus","Thorell","1878","urn:lsid:nmbe.ch:spidergen:01772","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50465","27907","guiyangensis",\N,"Yin, Wang & Zhang","1985","0",\N,"SYNONYM","2470","Psechrus","Thorell","1878","urn:lsid:nmbe.ch:spidergen:01772","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50466","27912","xinping",\N,"Chen, Zhang, Song & Kim","2002","0","urn:lsid:nmbe.ch:spidersp:037768","SYNONYM","2470","Psechrus","Thorell","1878","urn:lsid:nmbe.ch:spidergen:01772","Psechridae","Simon","1890","urn:lsid:nmbe.ch:spiderfam:0087"
"50467","27923","unidentatus",\N,"Mello-Leitão","1930","0",\N,"SYNONYM","2472","Acragas","Simon","1900","urn:lsid:nmbe.ch:spidergen:02791","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50468","27995","affinis",\N,"Lucas","1846","1",\N,"SYNONYM","2476","Aelurillus","Simon","1884","urn:lsid:nmbe.ch:spidergen:02796","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50469","27970","azerbajdzanicus",\N,"Dunin","1984","0","urn:lsid:nmbe.ch:spidersp:032165","SYNONYM","2476","Aelurillus","Simon","1884","urn:lsid:nmbe.ch:spidergen:02796","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50470","28007","cervinus",\N,"Thorell","1875","1",\N,"SYNONYM","2476","Aelurillus","Simon","1884","urn:lsid:nmbe.ch:spidergen:02796","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50471","27994","cumbrecitanus",\N,"Schmidt","1982","0",\N,"SYNONYM","2476","Aelurillus","Simon","1884","urn:lsid:nmbe.ch:spidergen:02796","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50472","27994","fuerteventurae",\N,"Schmidt","1976","0",\N,"SYNONYM","2476","Aelurillus","Simon","1884","urn:lsid:nmbe.ch:spidergen:02796","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50473","27970","iranus",\N,"Roewer","1955","1",\N,"SYNONYM","2476","Aelurillus","Simon","1884","urn:lsid:nmbe.ch:spidergen:02796","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50474","28007","mayeti",\N,"Simon","1885","0",\N,"SYNONYM","2476","Aelurillus","Simon","1884","urn:lsid:nmbe.ch:spidergen:02796","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50476","27995","ogieri",\N,"Simon","1868","1",\N,"SYNONYM","2476","Aelurillus","Simon","1884","urn:lsid:nmbe.ch:spidergen:02796","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50477","27995","pallidemaculatus",\N,"Denis","1937","0",\N,"SYNONYM","2476","Aelurillus","Simon","1884","urn:lsid:nmbe.ch:spidergen:02796","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50478","27994","restingae",\N,"Schmidt","1977","0",\N,"SYNONYM","2476","Aelurillus","Simon","1884","urn:lsid:nmbe.ch:spidergen:02796","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50479","27994","rubiginosopunctatus",\N,"Schmidt","1980","0",\N,"SYNONYM","2476","Aelurillus","Simon","1884","urn:lsid:nmbe.ch:spidergen:02796","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50480","27971","sinaicus",\N,"Prószyński","2000","0",\N,"SYNONYM","2476","Aelurillus","Simon","1884","urn:lsid:nmbe.ch:spidergen:02796","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50481","28049","kibonotensis",\N,"Lessert","1925","1",\N,"SYNONYM","2479","Afromarengo","Benjamin","2004","urn:lsid:nmbe.ch:spidergen:03745","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50482","28051","hirsutus",\N,"Mello-Leitão","1941","1",\N,"SYNONYM","3018","Titanattus","Peckham & Peckham","1885","urn:lsid:nmbe.ch:spidergen:03276","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50483","28051","obscurus",\N,"Mello-Leitão","1943","1",\N,"SYNONYM","3018","Titanattus","Peckham & Peckham","1885","urn:lsid:nmbe.ch:spidergen:03276","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50484","28051","schubarti",\N,"Soares & Camargo","1948","1",\N,"SYNONYM","3018","Titanattus","Peckham & Peckham","1885","urn:lsid:nmbe.ch:spidergen:03276","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50485","28088","striata",\N,"Chickering","1946","1",\N,"SYNONYM","2485","Akela","Peckham & Peckham","1896","urn:lsid:nmbe.ch:spidergen:02804","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50486","28113","amazonicus",\N,"Mello-Leitão","1930","1",\N,"SYNONYM","2493","Amycus","C. L. Koch","1846","urn:lsid:nmbe.ch:spidergen:02811","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50487","28113","argentinus",\N,"Mello-Leitão","1945","0",\N,"SYNONYM","2493","Amycus","C. L. Koch","1846","urn:lsid:nmbe.ch:spidergen:02811","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
"50488","28113","carvalhoi",\N,"Mello-Leitão","1949","0",\N,"SYNONYM","2493","Amycus","C. L. Koch","1846","urn:lsid:nmbe.ch:spidergen:02811","Salticidae","Blackwall","1841","urn:lsid:nmbe.ch:spiderfam:0101"
